Order_ID,Order_Date,Customer_Name,Customer_Segment,Country,Region,Product_Category,Product_Name,Quantity,Unit_Price,Discount_Percent,Total_Sales,Shipping_Cost,Profit,Payment_Method,Year,Month,Month_Name,Quarter,Revenue_Per_Order,Profit_Margin,Shipping_Cost_Ratio,Discount_Value,Gross_Sales,Net_Sales_After_Shipping,Order_Size,Profit_Status,Discount_Level
ORD-10606,2023-10-09,Robert Taylor,Home Office,Brazil,South America,Furniture,Standing Desk Converter,1,184.6,5,175.37,11.24,53.37,Credit Card,2023,10,October,4,175.37,0.30432799224496776,0.06409306038661117,9.23,184.6,164.13,Low,Profitable,Low
ORD-11091,2023-10-09,Layla Oliveira,Home Office,Italy,Europe,Furniture,Standing Desk Converter,11,272.86,10,2701.31,26.06,874.37,Credit Card,2023,10,October,4,2701.31,0.3236836942076252,0.009647171187312823,300.146,3001.46,2675.25,High,Profitable,Low
ORD-10561,2023-10-10,Sophie Martinez,Corporate,Germany,Europe,Clothing & Accessories,Polarized Sunglasses,7,74.92,25,393.33,17.73,113.38,PayPal,2023,10,October,4,393.33,0.28825668014135714,0.04507665319197621,131.11,524.44,375.59999999999997,High,Profitable,High
ORD-11357,2023-10-10,Liam Davis,Consumer,United Kingdom,Europe,Furniture,Mesh Back Task Chair,5,216.45,0,1082.25,16.23,416.67,Bank Transfer,2023,10,October,4,1082.25,0.385003465003465,0.014996534996534997,0.0,1082.25,1066.02,Medium,Profitable,No Discount
ORD-11358,2023-10-10,Christopher Thompson,Consumer,Australia,Asia Pacific,Furniture,Bookshelf 5-Tier,3,82.78,5,235.92,13.57,73.35,Credit Card,2023,10,October,4,235.92,0.310910478128179,0.05751949813496101,12.417000000000002,248.34,222.35,Medium,Profitable,Low
ORD-11575,2023-10-10,Olga Müller,Consumer,United States,North America,Technology,Wireless Bluetooth Headphones,4,211.07,5,802.07,7.73,329.99,PayPal,2023,10,October,4,802.07,0.4114229431346391,0.009637562806238857,42.214,844.28,794.34,Medium,Profitable,Low
ORD-11946,2023-10-10,James Harris,Corporate,Canada,North America,Furniture,Desk Organizer Set,1,19.95,0,19.95,6.89,1.09,Credit Card,2023,10,October,4,19.95,0.05463659147869675,0.34536340852130326,0.0,19.95,13.059999999999999,Low,Profitable,No Discount
ORD-10791,2023-10-11,Maria Tanaka,Corporate,UAE,Middle East & Africa,Furniture,Desk Organizer Set,4,37.67,10,135.61,15.83,29.37,PayPal,2023,10,October,4,135.61,0.21657694860261043,0.11673180443920064,15.068000000000001,150.68,119.78000000000002,Medium,Profitable,Low
ORD-11272,2023-10-11,Isabella Li,Consumer,France,Europe,Office Supplies,Tape Dispenser Heavy Duty,3,24.08,0,72.24,8.67,31.06,PayPal,2023,10,October,4,72.24,0.42995570321151716,0.12001661129568107,0.0,72.24,63.56999999999999,Medium,Profitable,No Discount
ORD-11885,2023-10-11,Kenji Romano,Corporate,Canada,North America,Technology,Tablet Stand Holder,2,19.41,15,33.0,7.48,4.17,Credit Card,2023,10,October,4,33.0,0.12636363636363637,0.22666666666666668,5.8229999999999995,38.82,25.52,Low,Profitable,Medium
ORD-11093,2023-10-13,Oscar Thompson,Consumer,Germany,Europe,Clothing & Accessories,Canvas Messenger Bag,4,37.35,10,134.46,13.42,46.34,Credit Card,2023,10,October,4,134.46,0.3446378105012643,0.09980663394318012,14.940000000000001,149.4,121.04,Medium,Profitable,Low
ORD-10455,2023-10-14,Amir Park,Consumer,UAE,Middle East & Africa,Office Supplies,Stapler Full-Size,2,18.53,15,31.5,15.09,-0.27,PayPal,2023,10,October,4,31.5,-0.008571428571428572,0.47904761904761906,5.559,37.06,16.41,Low,Loss-Making,Medium
ORD-10568,2023-10-14,Ethan Clark,Consumer,South Korea,Asia Pacific,Office Supplies,Tape Dispenser Heavy Duty,1,20.54,5,19.51,9.89,0.38,Bank Transfer,2023,10,October,4,19.51,0.0194771911840082,0.5069195284469503,1.027,20.54,9.620000000000001,Low,Profitable,Low
ORD-11137,2023-10-15,Barbara Weber,Home Office,United Kingdom,Europe,Technology,Tablet Stand Holder,2,34.81,0,69.62,8.72,22.61,Credit Card,2023,10,October,4,69.62,0.32476299913817863,0.12525136455041655,0.0,69.62,60.900000000000006,Low,Profitable,No Discount
ORD-10417,2023-10-17,Susan Jackson,Corporate,France,Europe,Clothing & Accessories,Canvas Messenger Bag,1,62.32,5,59.2,9.28,18.76,PayPal,2023,10,October,4,59.2,0.31689189189189193,0.15675675675675674,3.116,62.32,49.92,Low,Profitable,Low
ORD-11216,2023-10-17,Maria Costa,Corporate,South Africa,Middle East & Africa,Office Supplies,Binder Clips Assorted 48pc,3,9.45,25,21.26,14.95,-6.45,PayPal,2023,10,October,4,21.26,-0.3033866415804327,0.7031984948259642,7.0874999999999995,28.349999999999998,6.310000000000002,Medium,Loss-Making,High
ORD-11974,2023-10-17,Joseph Chen,Corporate,Italy,Europe,Clothing & Accessories,Silk Tie Collection,2,34.22,0,68.44,9.61,24.61,Bank Transfer,2023,10,October,4,68.44,0.3595850379894798,0.14041496201052017,0.0,68.44,58.83,Low,Profitable,No Discount
ORD-11062,2023-10-18,Robert Clark,Corporate,South Africa,Middle East & Africa,Technology,Mechanical Gaming Keyboard,4,65.64,25,196.92,19.34,33.17,Cash on Delivery,2023,10,October,4,196.92,0.1684440381880967,0.0982124720698761,65.64,262.56,177.57999999999998,Medium,Profitable,High
ORD-11417,2023-10-18,Jessica Weber,Home Office,Saudi Arabia,Middle East & Africa,Clothing & Accessories,Cotton Formal Shirt,3,38.42,0,115.26,18.1,39.53,Credit Card,2023,10,October,4,115.26,0.3429637341662329,0.15703626583376715,0.0,115.26,97.16,Medium,Profitable,No Discount
ORD-11812,2023-10-18,Liam Jones,Consumer,South Korea,Asia Pacific,Technology,Smart LED Desk Lamp,1,46.22,15,39.29,10.54,3.33,Credit Card,2023,10,October,4,39.29,0.0847543904301349,0.2682616441842708,6.933,46.22,28.75,Low,Profitable,Medium
ORD-10007,2023-10-20,Li Sharma,Consumer,Nigeria,Middle East & Africa,Technology,Mechanical Gaming Keyboard,3,146.85,10,396.49,15.07,139.12,PayPal,2023,10,October,4,396.49,0.3508789628994426,0.038008524805165325,44.055,440.54999999999995,381.42,Medium,Profitable,Low
ORD-10211,2023-10-20,Sarah Tanaka,Corporate,China,Asia Pacific,Technology,Tablet Stand Holder,4,15.34,10,55.22,16.78,4.69,PayPal,2023,10,October,4,55.22,0.08493299529156104,0.30387540746106484,6.136,61.36,38.44,Medium,Profitable,Low
ORD-11210,2023-10-20,Susan Weber,Corporate,Spain,Europe,Office Supplies,Tape Dispenser Heavy Duty,2,22.13,25,33.2,8.46,4.82,Credit Card,2023,10,October,4,33.2,0.14518072289156625,0.2548192771084337,11.065,44.26,24.740000000000002,Low,Profitable,High
ORD-11245,2023-10-20,Nadia Tanaka,Corporate,Italy,Europe,Technology,Noise Cancelling Earbuds,5,68.15,20,272.6,12.18,73.01,Credit Card,2023,10,October,4,272.6,0.2678283198826119,0.04468085106382978,68.15,340.75,260.42,Medium,Profitable,Medium
ORD-11460,2023-10-20,Sakura Rodriguez,Corporate,United States,North America,Furniture,Folding Table Portable,1,129.24,20,103.39,5.96,19.89,Credit Card,2023,10,October,4,103.39,0.19237837315020795,0.05764580713802109,25.848000000000003,129.24,97.43,Low,Profitable,Medium
ORD-11809,2023-10-20,Michael Sato,Corporate,Japan,Asia Pacific,Clothing & Accessories,Travel Backpack 30L,1,82.52,20,66.02,9.64,15.12,Cash on Delivery,2023,10,October,4,66.02,0.22902150863374734,0.14601635867918814,16.504,82.52,56.379999999999995,Low,Profitable,Medium
ORD-10499,2023-10-21,Felix Müller,Corporate,Japan,Asia Pacific,Furniture,Folding Table Portable,5,127.98,20,511.92,13.19,114.79,Credit Card,2023,10,October,4,511.92,0.22423425535239883,0.025765744647601185,127.98,639.9,498.73,Medium,Profitable,Medium
ORD-10579,2023-10-22,Barbara Davis,Home Office,France,Europe,Technology,Laptop Stand Adjustable,9,33.48,10,271.19,12.56,92.9,Cash on Delivery,2023,10,October,4,271.19,0.34256425384416833,0.04631439212360338,30.132,301.32,258.63,High,Profitable,Low
ORD-11652,2023-10-22,Lucas Suzuki,Consumer,Canada,North America,Office Supplies,Premium Notebook Set A5,1,20.53,0,20.53,6.24,5.05,Credit Card,2023,10,October,4,20.53,0.2459814905017048,0.30394544568923526,0.0,20.53,14.290000000000001,Low,Profitable,No Discount
ORD-11261,2023-10-23,Nadia Tanaka,Corporate,Argentina,South America,Furniture,Filing Cabinet 3-Drawer,7,151.92,15,903.92,23.57,242.29,Credit Card,2023,10,October,4,903.92,0.26804363217983895,0.02607531639968139,159.51599999999996,1063.4399999999998,880.3499999999999,High,Profitable,Medium
ORD-11550,2023-10-23,Linda Russo,Consumer,Japan,Asia Pacific,Technology,Portable External SSD 1TB,3,108.96,10,294.19,14.91,99.5,PayPal,2023,10,October,4,294.19,0.3382167986675278,0.05068153234304361,32.688,326.88,279.28,Medium,Profitable,Low
ORD-11798,2023-10-23,Thomas Rodriguez,Corporate,Argentina,South America,Office Supplies,Binder Clips Assorted 48pc,7,11.09,10,69.87,22.14,12.8,Credit Card,2023,10,October,4,69.87,0.183197366537856,0.3168741949334478,7.763,77.63,47.730000000000004,High,Profitable,Low
ORD-10347,2023-10-24,Ayumi Garcia,Consumer,Mexico,North America,Clothing & Accessories,Wool Blend Scarf,4,33.98,5,129.12,14.26,46.9,Credit Card,2023,10,October,4,129.12,0.3632280049566295,0.11043990086741015,6.795999999999999,135.92,114.86,Medium,Profitable,Low
ORD-10429,2023-10-24,Karen Robinson,Home Office,China,Asia Pacific,Technology,Wireless Ergonomic Mouse,11,52.9,0,581.9,17.52,244.33,Bank Transfer,2023,10,October,4,581.9,0.41988314143323596,0.030108266025090223,0.0,581.9,564.38,High,Profitable,No Discount
ORD-10461,2023-10-24,Elizabeth Fischer,Corporate,Canada,North America,Technology,Tablet Stand Holder,2,33.2,0,66.4,8.88,21.0,PayPal,2023,10,October,4,66.4,0.31626506024096385,0.13373493975903614,0.0,66.4,57.52,Low,Profitable,No Discount
ORD-11069,2023-10-25,Fatima Williams,Consumer,Colombia,South America,Office Supplies,Tape Dispenser Heavy Duty,5,18.76,15,79.73,18.24,19.28,Cash on Delivery,2023,10,October,4,79.73,0.24181612943684938,0.22877210585726826,14.070000000000002,93.80000000000001,61.49000000000001,Medium,Profitable,Medium
ORD-10382,2023-10-26,Layla Anderson,Home Office,Australia,Asia Pacific,Furniture,Filing Cabinet 3-Drawer,2,113.95,15,193.72,13.41,43.57,Credit Card,2023,10,October,4,193.72,0.2249122444765641,0.0692236217220731,34.185,227.9,180.31,Low,Profitable,Medium
ORD-10530,2023-10-26,Ali Li,Corporate,Italy,Europe,Technology,Portable External SSD 1TB,2,81.19,5,154.26,10.33,54.62,PayPal,2023,10,October,4,154.26,0.35407753144042525,0.06696486451445612,8.119,162.38,143.92999999999998,Low,Profitable,Low
ORD-10316,2023-10-27,Fatima Kim,Corporate,Germany,Europe,Office Supplies,Highlighters Neon Pack 6,1,13.39,15,11.38,7.96,-2.61,Credit Card,2023,10,October,4,11.38,-0.22934973637961334,0.6994727592267135,2.0085,13.39,3.420000000000001,Low,Loss-Making,Medium
ORD-10717,2023-10-28,Elizabeth Johansson,Consumer,Brazil,South America,Furniture,Mesh Back Task Chair,5,183.81,25,689.29,20.65,117.21,Credit Card,2023,10,October,4,689.29,0.1700445385831798,0.02995836295318371,229.7625,919.05,668.64,Medium,Profitable,High
ORD-11406,2023-10-28,Sarah Suzuki,Home Office,Canada,North America,Technology,Smart LED Desk Lamp,8,58.27,10,419.54,24.05,139.1,PayPal,2023,10,October,4,419.54,0.33155360633074316,0.057324688945035035,46.61600000000001,466.16,395.49,High,Profitable,Low
ORD-10478,2023-10-29,Jamal Robinson,Home Office,South Korea,Asia Pacific,Office Supplies,Highlighters Neon Pack 6,1,7.39,5,7.02,9.58,-5.89,PayPal,2023,10,October,4,7.02,-0.8390313390313391,1.3646723646723649,0.3695,7.39,-2.5600000000000005,Low,Loss-Making,Low
ORD-10696,2023-11-01,Susan Chen,Corporate,China,Asia Pacific,Technology,USB-C Hub Multiport Adapter,2,38.06,5,72.31,10.58,19.86,Credit Card,2023,11,November,4,72.31,0.2746508090167335,0.14631447932512792,3.8060000000000005,76.12,61.730000000000004,Low,Profitable,Low
ORD-11295,2023-11-01,Kenji Martin,Home Office,Nigeria,Middle East & Africa,Technology,Tablet Stand Holder,1,17.56,0,17.56,13.21,-5.31,Credit Card,2023,11,November,4,17.56,-0.30239179954441914,0.7522779043280183,0.0,17.56,4.349999999999998,Low,Loss-Making,No Discount
ORD-11300,2023-11-01,Zara Miller,Consumer,United Kingdom,Europe,Technology,Portable External SSD 1TB,3,145.73,10,393.47,9.99,143.03,Bank Transfer,2023,11,November,4,393.47,0.36350928914529695,0.02538948331511932,43.718999999999994,437.18999999999994,383.48,Medium,Profitable,Low
ORD-10054,2023-11-02,Diego Jones,Corporate,China,Asia Pacific,Clothing & Accessories,Canvas Messenger Bag,1,30.54,10,27.49,10.33,1.89,PayPal,2023,11,November,4,27.49,0.06875227355401964,0.3757730083666788,3.0540000000000003,30.54,17.159999999999997,Low,Profitable,Low
ORD-10528,2023-11-02,Fatima Brown,Consumer,France,Europe,Technology,Webcam HD 1080p,3,40.21,0,120.63,11.66,42.62,Bank Transfer,2023,11,November,4,120.63,0.35331177982259804,0.09665920583602752,0.0,120.63,108.97,Medium,Profitable,No Discount
ORD-11038,2023-11-02,Hanna Johnson,Home Office,Australia,Asia Pacific,Furniture,Ergonomic Office Chair,6,302.03,20,1449.74,13.81,348.62,Cash on Delivery,2023,11,November,4,1449.74,0.2404707050919475,0.009525846013767986,362.436,1812.1799999999998,1435.93,High,Profitable,Medium
ORD-11728,2023-11-02,Ahmed Pereira,Consumer,India,Asia Pacific,Technology,Tablet Stand Holder,2,34.8,5,66.12,10.05,17.79,Cash on Delivery,2023,11,November,4,66.12,0.2690562613430127,0.15199637023593465,3.48,69.6,56.07000000000001,Low,Profitable,Low
ORD-11949,2023-11-02,Fatima Yamamoto,Consumer,South Africa,Middle East & Africa,Office Supplies,Binder Clips Assorted 48pc,6,14.97,5,85.33,22.3,22.61,PayPal,2023,11,November,4,85.33,0.2649712879409352,0.2613383335286535,4.4910000000000005,89.82000000000001,63.03,High,Profitable,Low
ORD-10811,2023-11-03,Joseph Romano,Consumer,Argentina,South America,Technology,Webcam HD 1080p,1,83.28,0,83.28,12.13,25.35,Credit Card,2023,11,November,4,83.28,0.3043948126801153,0.14565321805955814,0.0,83.28,71.15,Low,Profitable,No Discount
ORD-11576,2023-11-03,Sarah Sharma,Consumer,France,Europe,Technology,Noise Cancelling Earbuds,7,95.46,5,634.81,20.14,247.15,Cash on Delivery,2023,11,November,4,634.81,0.38932909059403603,0.03172602826042438,33.410999999999994,668.2199999999999,614.67,High,Profitable,Low
ORD-10514,2023-11-05,Linda Laurent,Consumer,Germany,Europe,Office Supplies,Paper Clips Box 500pc,2,8.91,15,15.15,11.64,-4.51,PayPal,2023,11,November,4,15.15,-0.2976897689768977,0.7683168316831683,2.673,17.82,3.51,Low,Loss-Making,Medium
ORD-10757,2023-11-06,Ahmed Taylor,Consumer,Colombia,South America,Clothing & Accessories,Leather Wallet Minimalist,3,64.75,0,194.25,14.63,82.5,Credit Card,2023,11,November,4,194.25,0.4247104247104247,0.07531531531531532,0.0,194.25,179.62,Medium,Profitable,No Discount
ORD-11470,2023-11-06,Diego Robinson,Corporate,China,Asia Pacific,Furniture,Folding Table Portable,4,127.45,15,433.33,12.43,115.02,Credit Card,2023,11,November,4,433.33,0.26543281102162325,0.028684836037200286,76.47,509.8,420.9,Medium,Profitable,Medium
ORD-10801,2023-11-07,Ethan Wang,Corporate,Germany,Europe,Furniture,Folding Table Portable,4,70.54,15,239.84,11.23,59.31,Bank Transfer,2023,11,November,4,239.84,0.2472898599066044,0.046822881921280854,42.324000000000005,282.16,228.61,Medium,Profitable,Medium
ORD-11903,2023-11-07,Wei Smith,Home Office,Japan,Asia Pacific,Office Supplies,Whiteboard Markers Set 8,7,9.27,5,61.65,19.21,13.24,Credit Card,2023,11,November,4,61.65,0.21476074614760746,0.31159772911597733,3.2445000000000004,64.89,42.44,High,Profitable,Low
ORD-10043,2023-11-09,Jennifer Kim,Consumer,United States,North America,Technology,Wireless Ergonomic Mouse,3,53.47,0,160.41,10.7,61.48,Bank Transfer,2023,11,November,4,160.41,0.38326787606757684,0.06670407081852751,0.0,160.41,149.71,Medium,Profitable,No Discount
ORD-11109,2023-11-09,Jessica Park,Consumer,China,Asia Pacific,Furniture,Bookshelf 5-Tier,1,94.39,15,80.23,11.03,12.57,PayPal,2023,11,November,4,80.23,0.15667456063816526,0.13747974573102328,14.1585,94.39,69.2,Low,Profitable,Medium
ORD-10753,2023-11-10,Emma Jackson,Consumer,United States,North America,Technology,Noise Cancelling Earbuds,1,187.3,5,177.94,6.98,67.94,Credit Card,2023,11,November,4,177.94,0.38181409463864224,0.039226705631111615,9.365,187.3,170.96,Low,Profitable,Low
ORD-10180,2023-11-12,Zara Nilsson,Consumer,Canada,North America,Furniture,Bookshelf 5-Tier,2,163.55,0,327.1,6.02,124.82,Credit Card,2023,11,November,4,327.1,0.38159584225007637,0.01840415774992357,0.0,327.1,321.08000000000004,Low,Profitable,No Discount
ORD-11761,2023-11-12,Oscar Thomas,Consumer,India,Asia Pacific,Clothing & Accessories,Sports Water Bottle 750ml,1,22.15,0,22.15,10.89,0.18,Bank Transfer,2023,11,November,4,22.15,0.008126410835214447,0.4916478555304741,0.0,22.15,11.259999999999998,Low,Profitable,No Discount
ORD-10375,2023-11-13,Priya Leroy,Corporate,South Korea,Asia Pacific,Technology,Wireless Ergonomic Mouse,1,37.78,10,34.0,10.66,2.56,Credit Card,2023,11,November,4,34.0,0.07529411764705883,0.3135294117647059,3.7780000000000005,37.78,23.34,Low,Profitable,Low
ORD-10795,2023-11-13,Christopher Leroy,Corporate,Germany,Europe,Furniture,Monitor Riser Wood,8,64.55,20,413.12,20.98,82.3,Credit Card,2023,11,November,4,413.12,0.1992157242447715,0.05078427575522851,103.28,516.4,392.14,High,Profitable,Medium
ORD-10362,2023-11-14,Jennifer Romano,Corporate,Spain,Europe,Furniture,Standing Desk Converter,3,162.18,15,413.56,10.53,111.11,Cash on Delivery,2023,11,November,4,413.56,0.26866718251281557,0.02546184350517458,72.981,486.54,403.03000000000003,Medium,Profitable,Medium
ORD-10350,2023-11-15,Felix Laurent,Corporate,Canada,North America,Technology,Smart LED Desk Lamp,1,40.47,5,38.45,6.75,9.44,Credit Card,2023,11,November,4,38.45,0.24551365409622883,0.1755526657997399,2.0235,40.47,31.700000000000003,Low,Profitable,Low
ORD-12000,2023-11-15,Raj Anderson,Consumer,Argentina,South America,Office Supplies,Premium Notebook Set A5,2,10.67,15,18.14,14.02,-5.48,Credit Card,2023,11,November,4,18.14,-0.30209481808158767,0.772877618522602,3.201,21.34,4.120000000000001,Low,Loss-Making,Medium
ORD-10559,2023-11-18,Fatima Patel,Consumer,Canada,North America,Office Supplies,Highlighters Neon Pack 6,3,11.62,15,29.63,7.43,6.51,Credit Card,2023,11,November,4,29.63,0.21970975362807965,0.25075936550793115,5.229,34.86,22.2,Medium,Profitable,Medium
ORD-10725,2023-11-18,Giulia Rossi,Corporate,Australia,Asia Pacific,Technology,Laptop Stand Adjustable,11,53.68,0,590.48,19.16,246.56,PayPal,2023,11,November,4,590.48,0.4175585963961523,0.03244817775369191,0.0,590.48,571.32,High,Profitable,No Discount
ORD-11713,2023-11-19,Kenji Moreau,Corporate,Canada,North America,Office Supplies,Whiteboard Markers Set 8,7,7.45,5,49.54,14.62,11.45,PayPal,2023,11,November,4,49.54,0.23112636253532498,0.2951150585385547,2.6075,52.15,34.92,High,Profitable,Low
ORD-10932,2023-11-20,Karen Khan,Consumer,China,Asia Pacific,Office Supplies,Desk Calendar 2025,3,10.56,5,30.1,14.07,1.77,PayPal,2023,11,November,4,30.1,0.05880398671096345,0.46744186046511627,1.584,31.68,16.03,Medium,Profitable,Low
ORD-11566,2023-11-20,Olga Thompson,Consumer,Colombia,South America,Technology,Tablet Stand Holder,2,53.62,0,107.24,11.75,36.51,Bank Transfer,2023,11,November,4,107.24,0.3404513241327863,0.10956732562476688,0.0,107.24,95.49,Low,Profitable,No Discount
ORD-10360,2023-11-21,Wei Fischer,Consumer,Argentina,South America,Office Supplies,Premium Notebook Set A5,3,20.66,0,61.98,14.39,19.7,Credit Card,2023,11,November,4,61.98,0.31784446595676025,0.23217166828009037,0.0,61.980000000000004,47.589999999999996,Medium,Profitable,No Discount
ORD-11833,2023-11-21,Ali Romano,Corporate,Japan,Asia Pacific,Office Supplies,Desk Calendar 2025,1,18.51,10,16.66,11.16,-2.83,PayPal,2023,11,November,4,16.66,-0.16986794717887155,0.6698679471788715,1.8510000000000002,18.51,5.5,Low,Loss-Making,Low
ORD-11177,2023-11-22,Omar Costa,Corporate,United States,North America,Furniture,Ergonomic Office Chair,1,209.98,5,199.48,7.19,66.3,PayPal,2023,11,November,4,199.48,0.33236414678163223,0.036043713655504316,10.499,209.98,192.29,Low,Profitable,Low
ORD-10978,2023-11-23,Diego Hassan,Consumer,France,Europe,Clothing & Accessories,Wool Blend Scarf,1,15.72,5,14.93,8.51,-1.44,PayPal,2023,11,November,4,14.93,-0.09645010046885465,0.5699933020763563,0.786,15.72,6.42,Low,Loss-Making,Low
ORD-10041,2023-11-25,Xiao Rodriguez,Home Office,Italy,Europe,Technology,Wireless Ergonomic Mouse,2,29.09,5,55.27,9.82,13.45,Credit Card,2023,11,November,4,55.27,0.2433508232314094,0.17767324045594354,2.9090000000000003,58.18,45.45,Low,Profitable,Low
ORD-10365,2023-11-25,Ethan Khan,Corporate,Mexico,North America,Technology,USB-C Hub Multiport Adapter,6,40.22,10,217.19,13.45,71.01,Bank Transfer,2023,11,November,4,217.19,0.3269487545467103,0.06192734472121184,24.132,241.32,203.74,High,Profitable,Low
ORD-10524,2023-11-25,Oscar Costa,Consumer,United Kingdom,Europe,Office Supplies,Tape Dispenser Heavy Duty,2,9.13,10,16.43,10.19,-1.98,Credit Card,2023,11,November,4,16.43,-0.12051125989044431,0.6202069385270845,1.8260000000000003,18.26,6.24,Low,Loss-Making,Low
ORD-11789,2023-11-25,Jessica Hassan,Corporate,Italy,Europe,Office Supplies,Desk Calendar 2025,1,15.28,10,13.75,9.42,-2.55,Bank Transfer,2023,11,November,4,13.75,-0.18545454545454546,0.6850909090909091,1.528,15.28,4.33,Low,Loss-Making,Low
ORD-10992,2023-11-26,Linda Kumar,Consumer,Mexico,North America,Furniture,Folding Table Portable,6,90.7,20,435.36,10.26,98.58,PayPal,2023,11,November,4,435.36,0.2264332965821389,0.02356670341786108,108.84000000000002,544.2,425.1,High,Profitable,Medium
ORD-11555,2023-11-26,Isabella Harris,Consumer,Colombia,South America,Technology,Wireless Ergonomic Mouse,5,24.47,0,122.35,17.01,38.05,Credit Card,2023,11,November,4,122.35,0.3109930527176134,0.1390273804658766,0.0,122.35,105.33999999999999,Medium,Profitable,No Discount
ORD-11793,2023-11-27,Joseph Suzuki,Consumer,United States,North America,Clothing & Accessories,Cotton Formal Shirt,1,45.68,10,41.11,5.64,12.63,Bank Transfer,2023,11,November,4,41.11,0.30722451958161034,0.13719289710532717,4.5680000000000005,45.68,35.47,Low,Profitable,Low
ORD-11111,2023-11-28,Xiao Harris,Consumer,China,Asia Pacific,Office Supplies,Premium Notebook Set A5,2,9.14,0,18.28,11.84,-1.79,Bank Transfer,2023,11,November,4,18.28,-0.09792122538293216,0.6477024070021882,0.0,18.28,6.440000000000001,Low,Loss-Making,No Discount
ORD-11488,2023-11-28,Pierre Leroy,Corporate,Colombia,South America,Clothing & Accessories,Travel Backpack 30L,5,43.67,15,185.6,13.12,63.3,PayPal,2023,11,November,4,185.6,0.3410560344827586,0.0706896551724138,32.752500000000005,218.35000000000002,172.48,Medium,Profitable,Medium
ORD-11497,2023-11-29,Sarah Khan,Consumer,Spain,Europe,Furniture,Filing Cabinet 3-Drawer,4,182.4,10,656.64,9.07,209.81,PayPal,2023,11,November,4,656.64,0.319520589668616,0.01381274366471735,72.96000000000001,729.6,647.5699999999999,Medium,Profitable,Low
ORD-11687,2023-11-29,Zara Nilsson,Corporate,India,Asia Pacific,Office Supplies,Whiteboard Markers Set 8,3,9.44,10,25.49,16.13,-3.38,Credit Card,2023,11,November,4,25.49,-0.1326010200078462,0.6327971753628874,2.8320000000000003,28.32,9.36,Medium,Loss-Making,Low
ORD-11505,2023-11-30,Susan Leroy,Consumer,Brazil,South America,Office Supplies,Premium Notebook Set A5,1,8.8,10,7.92,11.94,-7.98,Bank Transfer,2023,11,November,4,7.92,-1.0075757575757576,1.5075757575757576,0.8800000000000001,8.8,-4.02,Low,Loss-Making,Low
ORD-10487,2023-12-01,Christopher Khan,Consumer,India,Asia Pacific,Technology,Webcam HD 1080p,8,55.17,5,419.29,17.64,158.9,PayPal,2023,12,December,4,419.29,0.37897397982303416,0.042071120227050486,22.068,441.36,401.65000000000003,High,Profitable,Low
ORD-10677,2023-12-01,Ivan Jones,Corporate,Mexico,North America,Furniture,Standing Desk Converter,4,336.19,25,1008.57,8.15,193.56,Credit Card,2023,12,December,4,1008.57,0.19191528599898866,0.008080747989728031,336.19,1344.76,1000.4200000000001,Medium,Profitable,High
ORD-10044,2023-12-02,Fatima Ferrari,Corporate,Japan,Asia Pacific,Clothing & Accessories,Cotton Formal Shirt,8,48.93,10,352.3,27.53,129.05,Credit Card,2023,12,December,4,352.3,0.36630712460970766,0.07814362759012206,39.144000000000005,391.44,324.77,High,Profitable,Low
ORD-11910,2023-12-02,Amir Laurent,Home Office,Canada,North America,Furniture,Bookshelf 5-Tier,6,191.06,20,917.09,19.84,209.43,Credit Card,2023,12,December,4,917.09,0.22836362843341437,0.021633645552781078,229.27200000000005,1146.3600000000001,897.25,High,Profitable,Medium
ORD-10288,2023-12-03,Zara Leroy,Corporate,Japan,Asia Pacific,Furniture,Mesh Back Task Chair,4,112.46,5,427.35,18.44,139.01,Credit Card,2023,12,December,4,427.35,0.32528372528372523,0.04314964314964315,22.492,449.84,408.91,Medium,Profitable,Low
ORD-11423,2023-12-03,Felix Laurent,Home Office,Australia,Asia Pacific,Clothing & Accessories,Silk Tie Collection,2,16.62,5,31.58,12.84,2.12,PayPal,2023,12,December,4,31.58,0.06713109563014567,0.4065864471184294,1.6620000000000001,33.24,18.74,Low,Profitable,Low
ORD-11442,2023-12-03,Chen Nilsson,Home Office,United Kingdom,Europe,Furniture,Monitor Riser Wood,4,42.01,5,159.64,12.21,46.61,PayPal,2023,12,December,4,159.64,0.2919694312202456,0.07648459032823855,8.402,168.04,147.42999999999998,Medium,Profitable,Low
ORD-11827,2023-12-03,Emma Sharma,Consumer,Mexico,North America,Furniture,Monitor Riser Wood,2,43.95,20,70.32,6.77,10.81,Credit Card,2023,12,December,4,70.32,0.15372582480091015,0.09627417519908987,17.580000000000002,87.9,63.55,Low,Profitable,Medium
ORD-11863,2023-12-03,Isabella Rossi,Home Office,Canada,North America,Furniture,Ergonomic Office Chair,5,233.71,0,1168.55,8.94,458.48,Bank Transfer,2023,12,December,4,1168.55,0.3923494929613624,0.007650507038637628,0.0,1168.55,1159.61,Medium,Profitable,No Discount
ORD-11904,2023-12-04,Hans Martin,Consumer,Japan,Asia Pacific,Furniture,Floating Wall Shelves Set,2,55.94,0,111.88,10.95,33.8,Bank Transfer,2023,12,December,4,111.88,0.3021094029317125,0.09787272077225599,0.0,111.88,100.92999999999999,Low,Profitable,No Discount
